invoice_no,unit_price,order_value,quantity,country,invoice_date,invoice_time,year_month,major_category,minor_category,description
554598,1.45,1.45,1,United Kingdom,2011-05-25,11:12:00,2011-05,Clothes,Shoes,CHILDS BREAKFAST SET CIRCUS PARADE
552310,2.08,4.16,2,United Kingdom,2011-05-08,15:22:00,2011-05,Household,Lamps,MINI PAINT SET VINTAGE 
581434,3.75,22.5,6,United Kingdom,2011-12-08,16:10:00,2011-12,Kitchen,Bowls,ASSORTED COLOUR MINI CASES
550901,1.69,13.52,8,United Kingdom,2011-04-21,12:12:00,2011-04,Household,Rugs,RETROSPOT TEA SET CERAMIC 11 PC 
553507,1.25,2.5,2,United Kingdom,2011-05-17,13:35:00,2011-05,Clothes,Shoes,WRAP DOILEY DESIGN
578427,3.75,11.25,3,United Kingdom,2011-11-24,12:11:00,2011-11,Kitchen,Plates,MAGNETS PACK OF 4 HOME SWEET HOME
543826,0.42,0.84,2,United Kingdom,2011-02-14,09:41:00,2011-02,Garden,Turf,LUNCH BOX WITH CUTLERY RETROSPOT 
579694,4.96,9.92,2,United Kingdom,2011-11-30,14:11:00,2011-11,Clothes,Tops,ASSORTED COLOURS SILK FAN
538071,4.24,4.24,1,United Kingdom,2010-12-09,14:09:00,2010-12,Garden,Hoses,SET/6 RED SPOTTY PAPER PLATES
571200,1.65,19.8,12,United Kingdom,2011-10-14,12:25:00,2011-10,Clothes,Shoes,METAL DECORATION NAUGHTY CHILDREN 
579456,2.1,2.1,1,United Kingdom,2011-11-29,14:20:00,2011-11,Household,Chairs,PLASTERS IN TIN STRONGMAN
555115,4.96,19.84,4,United Kingdom,2011-05-31,14:58:00,2011-05,Household,Rugs,LUNCH BAG DOILEY PATTERN 
557739,0.55,85.8,156,United Kingdom,2011-06-22,11:43:00,2011-06,Clothes,Tops,ADVENT CALENDAR GINGHAM SACK
554368,3.75,22.5,6,United Kingdom,2011-05-24,10:33:00,2011-05,Garden,Turf,DOORMAT WELCOME TO OUR HOME
542602,7.95,15.9,2,United Kingdom,2011-01-30,12:09:00,2011-01,Garden,Hoses,WRAP VINTAGE PETALS  DESIGN
546237,0.85,8.5,10,United Kingdom,2011-03-10,12:50:00,2011-03,Garden,Turf,WOODLAND CHARLOTTE BAG
576634,1.65,39.6,24,United Kingdom,2011-11-16,09:28:00,2011-11,Household,Chairs,POSTAGE
561231,1.25,12.5,10,United Kingdom,2011-07-26,10:20:00,2011-07,Household,Rugs,GREEN REGENCY TEACUP AND SAUCER
540536,4.95,4.95,1,United Kingdom,2011-01-09,14:21:00,2011-01,Kitchen,Scales,WRAP GREEN PEARS 
570088,0.85,1.7,2,United Kingdom,2011-10-07,11:32:00,2011-10,Household,Lamps,SPACEBOY ROCKET LOLLY MAKERS
577938,2.95,2.95,1,United Kingdom,2011-11-22,12:07:00,2011-11,Kitchen,Plates,WRAP DOLLY GIRL
578270,6.63,79.56,12,United Kingdom,2011-11-23,13:39:00,2011-11,Garden,Hoses,SET OF 6 HERB TINS SKETCHBOOK
575516,1.65,19.8,12,United Kingdom,2011-11-10,10:45:00,2011-11,Kitchen,Cutlery,200 RED + WHITE BENDY STRAWS
555336,0.42,1.68,4,United Kingdom,2011-06-02,11:13:00,2011-06,Household,Curtains,ENAMEL WATERING CAN CREAM
570210,1.45,1.45,1,United Kingdom,2011-10-09,10:48:00,2011-10,Clothes,Hats,PINK HAPPY BIRTHDAY BUNTING
563585,1.25,1.25,1,United Kingdom,2011-08-17,17:01:00,2011-08,Clothes,Tops,PACK OF 6 SKULL PAPER PLATES
555604,5.95,35.7,6,United Kingdom,2011-06-06,11:37:00,2011-06,Garden,Seeds,HEART OF WICKER SMALL
539492,1.66,3.32,2,United Kingdom,2010-12-20,10:14:00,2010-12,Clothes,Tops,DOORMAT WELCOME TO OUR HOME
579274,8.25,16.5,2,United Kingdom,2011-11-29,10:01:00,2011-11,Kitchen,Cutlery,JUMBO BAG PINK VINTAGE PAISLEY
556887,2.95,2.95,1,United Kingdom,2011-06-15,12:36:00,2011-06,Garden,Hoses,3D CHRISTMAS STAMPS STICKERS 
554814,2.08,20.8,10,United Kingdom,2011-05-26,13:34:00,2011-05,Household,Curtains,TREASURE TIN BUFFALO BILL 
555276,4.96,4.96,1,United Kingdom,2011-06-01,17:28:00,2011-06,Household,Lamps,BLUE SPOT CERAMIC DRAWER KNOB
553340,1.25,25,20,United Kingdom,2011-05-16,12:20:00,2011-05,Kitchen,Cutlery,CHILDRENS APRON APPLES DESIGN
540255,1.66,1.66,1,United Kingdom,2011-01-05,16:50:00,2011-01,Clothes,Shoes,DOORMAT AIRMAIL 
569229,2.95,2.95,1,United Kingdom,2011-10-02,14:56:00,2011-10,Garden,Seeds,DOLLY GIRL MINI BACKPACK
564660,3.75,15,4,United Kingdom,2011-08-26,14:45:00,2011-08,Garden,Turf,HEART WREATH DECORATION WITH BELL
543923,2.95,35.4,12,United Kingdom,2011-02-14,14:14:00,2011-02,Kitchen,Plates,APRON APPLE DELIGHT
579002,0.29,1.45,5,United Kingdom,2011-11-27,16:27:00,2011-11,Kitchen,Plates,STRAWBERRY LUNCH BOX WITH CUTLERY
559934,0.39,14.04,36,United Kingdom,2011-07-14,09:58:00,2011-07,Clothes,Hats,PAPER BUNTING COLOURED LACE
547399,4.13,16.52,4,United Kingdom,2011-03-22,16:55:00,2011-03,Garden,Turf,TRADITIONAL KNITTING NANCY
564350,5.75,23,4,United Kingdom,2011-08-24,14:57:00,2011-08,Clothes,Shoes,JUMBO BAG VINTAGE DOILY 
556187,9.95,39.8,4,United Kingdom,2011-06-09,11:49:00,2011-06,Clothes,Hats,RAIN PONCHO RETROSPOT
566297,0.29,1.74,6,United Kingdom,2011-09-11,15:50:00,2011-09,Household,Curtains,LARGE CHINESE STYLE SCISSOR
567303,2.95,35.4,12,United Kingdom,2011-09-19,13:20:00,2011-09,Kitchen,Scales,PINK AND WHITE CHRISTMAS TREE 120CM
544928,5.79,5.79,1,United Kingdom,2011-02-24,18:07:00,2011-02,Garden,Rakes,FAIRY CAKE BIRTHDAY CANDLE SET
538097,1.65,13.2,8,United Kingdom,2010-12-09,14:56:00,2010-12,Garden,Rakes,MINI LIGHTS WOODLAND MUSHROOMS
547513,4.25,4.25,1,United Kingdom,2011-03-23,13:59:00,2011-03,Kitchen,Plates,PACK 3 BOXES BIRD PANNETONE 
561695,1.45,34.8,24,United Kingdom,2011-07-29,10:00:00,2011-07,Garden,Turf,REGENCY CAKESTAND 3 TIER
566005,2.55,7.65,3,United Kingdom,2011-09-08,11:56:00,2011-09,Clothes,Tops,REGENCY CAKESTAND 3 TIER
562933,1.63,1.63,1,United Kingdom,2011-08-10,16:51:00,2011-08,Kitchen,Bowls,MULTICOLOUR HONEYCOMB FAN
551009,4.13,4.13,1,United Kingdom,2011-04-26,09:50:00,2011-04,Garden,Hoses,RED RETROSPOT CAKE STAND
542869,3.95,15.8,4,United Kingdom,2011-02-01,12:27:00,2011-02,Kitchen,Cooking Knives,PACK OF 12 WOODLAND TISSUES 
565232,3.29,6.58,2,United Kingdom,2011-09-02,09:30:00,2011-09,Kitchen,Scales,PACK OF 6 PANNETONE GIFT BOXES
574293,1.7,163.2,96,United Kingdom,2011-11-03,15:32:00,2011-11,Garden,Rakes,PANTRY WASHING UP BRUSH
578262,0.39,1.17,3,United Kingdom,2011-11-23,13:27:00,2011-11,Clothes,Tops,SET/6 RED SPOTTY PAPER CUPS
576855,0.29,6.38,22,United Kingdom,2011-11-16,15:51:00,2011-11,Kitchen,Scales,RED BABY BUNTING 
575117,0.55,0.55,1,United Kingdom,2011-11-08,14:22:00,2011-11,Household,Lamps,COFFEE MUG PEARS  DESIGN
581219,0.83,5.81,7,United Kingdom,2011-12-08,09:28:00,2011-12,Household,Lamps,HOLIDAY FUN LUDO
543057,1.06,445.2,420,United Kingdom,2011-02-03,10:50:00,2011-02,Household,Curtains,ANT COPPER TURQ BOUDICCA BRACELET
555548,12.75,51,4,United Kingdom,2011-06-05,13:16:00,2011-06,Kitchen,Plates,ROUND SNACK BOXES SET OF 4 FRUITS 
580996,2.1,14.7,7,United Kingdom,2011-12-06,17:18:00,2011-12,Clothes,Hats,TRADITIONAL PICK UP STICKS GAME 
567823,1.25,15,12,United Kingdom,2011-09-22,12:55:00,2011-09,Garden,Seeds,SET OF 60 I LOVE LONDON CAKE CASES 
551534,1.25,30,24,United Kingdom,2011-05-01,14:59:00,2011-05,Kitchen,Cooking Knives,WOODEN TREE CHRISTMAS SCANDINAVIAN
580136,12.5,12.5,1,United Kingdom,2011-12-01,19:42:00,2011-12,Household,Curtains,FUNKY DIVA PEN
537640,5.06,10.12,2,United Kingdom,2010-12-07,15:31:00,2010-12,Clothes,Hats,BREAD BIN DINER STYLE PINK
559038,10.79,323.7,30,United Kingdom,2011-07-05,15:31:00,2011-07,Kitchen,Scales,PANTRY CHOPPING BOARD
556125,2.1,12.6,6,United Kingdom,2011-06-09,10:20:00,2011-06,Kitchen,Scales,SET 2 PANTRY DESIGN TEA TOWELS
576948,2.08,20.8,10,United Kingdom,2011-11-17,11:45:00,2011-11,Clothes,Tops,SPACEBOY TV DINNER TRAY
566279,0.19,0.38,2,United Kingdom,2011-09-11,14:09:00,2011-09,Clothes,Tops,EMBROIDERED RIBBON REEL DAISY 
536420,2.95,17.7,6,United Kingdom,2010-12-01,12:03:00,2010-12,Garden,Rakes,KIDS RAIN MAC BLUE
562551,2.25,2.25,1,United Kingdom,2011-08-05,16:19:00,2011-08,Clothes,Shoes,POSTAGE
541810,8.29,8.29,1,United Kingdom,2011-01-21,15:00:00,2011-01,Clothes,Shoes,WHITE SPOT RED CERAMIC DRAWER KNOB
551547,4.96,69.44,14,United Kingdom,2011-05-03,09:44:00,2011-05,Household,Chairs,CHILDS BREAKFAST SET DOLLY GIRL 
551718,5.79,11.58,2,United Kingdom,2011-05-03,16:06:00,2011-05,Kitchen,Bowls,LUNCH BAG WOODLAND
540468,2.51,2.51,1,United Kingdom,2011-01-07,13:55:00,2011-01,Garden,Rakes,LUNCH BAG APPLE DESIGN
538199,4.95,4.95,1,United Kingdom,2010-12-10,11:02:00,2010-12,Garden,Seeds,PLASTERS IN TIN STRONGMAN
579472,1.25,1.25,1,United Kingdom,2011-11-29,15:09:00,2011-11,Kitchen,Coasters,LIGHT GARLAND BUTTERFILES PINK
538683,1.25,7.5,6,United Kingdom,2010-12-13,17:40:00,2010-12,Kitchen,Coasters,CLOTHES PEGS RETROSPOT PACK 24 
577396,1.65,19.8,12,United Kingdom,2011-11-18,17:11:00,2011-11,Kitchen,Coasters,SET/6 RED SPOTTY PAPER PLATES
546366,0.85,2.55,3,United Kingdom,2011-03-11,11:37:00,2011-03,Household,Chairs,CHILDS BREAKFAST SET SPACEBOY 
576274,0.42,5.04,12,United Kingdom,2011-11-14,14:24:00,2011-11,Household,Lamps,ROLL WRAP VINTAGE CHRISTMAS
569815,1.65,99,60,United Kingdom,2011-10-06,11:53:00,2011-10,Kitchen,Scales,MINI PLAYING CARDS GYMKHANA
555408,5.95,11.9,2,United Kingdom,2011-06-03,08:54:00,2011-06,Kitchen,Cooking Knives,RETROSPOT HEART HOT WATER BOTTLE
549014,4.95,4.95,1,United Kingdom,2011-04-05,15:00:00,2011-04,Garden,Turf,SET OF 72 RETROSPOT PAPER  DOILIES
569105,0.42,10.08,24,United Kingdom,2011-09-30,12:35:00,2011-09,Household,Chairs,JAM MAKING SET PRINTED
568050,4.15,4.15,1,United Kingdom,2011-09-23,12:38:00,2011-09,Household,Lamps,SET OF 5 PANCAKE DAY MAGNETS
542087,0.55,13.2,24,United Kingdom,2011-01-25,12:35:00,2011-01,Garden,Hoses,CLOTHES PEGS RETROSPOT PACK 24 
571283,0.85,3.4,4,United Kingdom,2011-10-16,13:51:00,2011-10,Clothes,Shoes,RED RETROSPOT CAKE STAND
571457,0.39,9.36,24,United Kingdom,2011-10-17,14:01:00,2011-10,Clothes,Hats,RED KUKUI COCONUT SEED NECKLACE
557208,4.95,39.6,8,United Kingdom,2011-06-17,11:38:00,2011-06,Kitchen,Bowls,POSTAGE
576695,0.42,5.04,12,United Kingdom,2011-11-16,12:25:00,2011-11,Garden,Turf,HOME SWEET HOME METAL SIGN 
550326,1.25,7.5,6,United Kingdom,2011-04-17,13:05:00,2011-04,Clothes,Shoes,METAL 4 HOOK HANGER FRENCH CHATEAU
575898,1.25,3.75,3,United Kingdom,2011-11-11,15:08:00,2011-11,Garden,Seeds,GIFT BAG PSYCHEDELIC APPLES
543285,2.95,17.7,6,United Kingdom,2011-02-07,09:48:00,2011-02,Household,Lamps,ASS FLORAL PRINT MULTI SCREWDRIVER
556636,0.83,1.66,2,United Kingdom,2011-06-13,15:30:00,2011-06,Garden,Rakes,ZINC WILLIE WINKIE  CANDLE STICK
542621,0.65,7.8,12,Germany,2011-01-31,09:05:00,2011-01,Garden,Hoses,PACK OF 72 RETROSPOT CAKE CASES
572241,2.1,25.2,12,Germany,2011-10-21,15:20:00,2011-10,Clothes,Hats,HEART WOODEN CHRISTMAS DECORATION
578024,1.25,15,12,Germany,2011-11-22,13:27:00,2011-11,Kitchen,Plates,SET/10 PINK POLKADOT PARTY CANDLES
555553,0.85,8.5,10,Germany,2011-06-05,13:45:00,2011-06,Household,Lamps,STOOL HOME SWEET HOME 
580511,2.1,50.4,24,Germany,2011-12-04,13:54:00,2011-12,Household,Rugs,MAGIC DRAWING SLATE DOLLY GIRL 
550620,8.5,34,4,Germany,2011-04-19,13:39:00,2011-04,Household,Chairs,LUNCH BAG WOODLAND
564039,0.65,23.4,36,Germany,2011-08-22,12:40:00,2011-08,Clothes,Hats,CACTI T-LIGHT CANDLES
571304,7.95,15.9,2,Germany,2011-10-17,09:37:00,2011-10,Kitchen,Cutlery,SET/6 COLLAGE PAPER CUPS
562035,4.95,14.85,3,Germany,2011-08-02,09:29:00,2011-08,Garden,Rakes,LUNCH BOX WITH CUTLERY RETROSPOT 
560569,0.42,10.5,25,Germany,2011-07-19,14:04:00,2011-07,Clothes,Tops,SET OF SALT AND PEPPER TOADSTOOLS
571724,0.39,4.68,12,Germany,2011-10-19,08:20:00,2011-10,Household,Curtains,EDWARDIAN PARASOL BLACK
552978,2.1,126,60,Germany,2011-05-12,14:46:00,2011-05,Kitchen,Plates,SMALL RED RETROSPOT WINDMILL
552978,0.65,390,600,Germany,2011-05-12,14:46:00,2011-05,Garden,Seeds,ROUND SNACK BOXES SET OF 4 FRUITS 
540410,0.85,10.2,12,Germany,2011-01-07,10:04:00,2011-01,Clothes,Hats,PAPER CHAIN KIT 50'S CHRISTMAS 
539957,0.85,20.4,24,Germany,2010-12-23,12:58:00,2010-12,Kitchen,Scales,MAGNETS PACK OF 4 HOME SWEET HOME
564749,1.65,19.8,12,Germany,2011-08-30,08:15:00,2011-08,Garden,Rakes,LONDON BUS COFFEE MUG
556517,1.65,33,20,Germany,2011-06-13,10:52:00,2011-06,Garden,Rakes,SET OF 6 T-LIGHTS CACTI 
578024,5.95,35.7,6,Germany,2011-11-22,13:27:00,2011-11,Garden,Seeds,ROMANTIC IMAGES GIFT WRAP SET
558881,7.95,15.9,2,Germany,2011-07-04,14:36:00,2011-07,Kitchen,Cutlery,PLASTERS IN TIN SPACEBOY
547925,0.42,10.5,25,Germany,2011-03-28,13:57:00,2011-03,Garden,Rakes,LUNCH BAG PAISLEY PARK  
576787,0.85,17,20,Germany,2011-11-16,13:54:00,2011-11,Kitchen,Plates,WOODEN SKITTLES GARDEN SET
552878,18,144,8,Germany,2011-05-12,09:54:00,2011-05,Garden,Turf,RED RETROSPOT OVEN GLOVE 
564972,2.95,17.7,6,Germany,2011-08-31,15:30:00,2011-08,Household,Curtains,SET OF 6 SNACK LOAF BAKING CASES
564140,0.42,10.5,25,Germany,2011-08-23,11:47:00,2011-08,Household,Lamps,FELTCRAFT CUSHION OWL
579416,2.08,37.44,18,Germany,2011-11-29,13:00:00,2011-11,Household,Chairs,PINK PARTY BAGS
575787,0.42,10.5,25,Germany,2011-11-11,11:18:00,2011-11,Garden,Rakes,SET/10 RED POLKADOT PARTY CANDLES
581000,1.25,15,12,Germany,2011-12-07,08:03:00,2011-12,Garden,Hoses,SET 2 TEA TOWELS I LOVE LONDON 
561468,1.25,75,60,Germany,2011-07-27,13:00:00,2011-07,Clothes,Tops,RED RETROSPOT CHILDRENS UMBRELLA
556578,4.95,19.8,4,Germany,2011-06-13,14:13:00,2011-06,Household,Chairs,CHILDRENS APRON SPACEBOY DESIGN
565416,5.45,16.35,3,Germany,2011-09-04,12:00:00,2011-09,Clothes,Tops,RED ROCKING HORSE HAND PAINTED
540458,0.85,10.2,12,Germany,2011-01-07,12:28:00,2011-01,Clothes,Shoes,CHARLIE & LOLA WASTEPAPER BIN FLORA
561911,1.65,19.8,12,Germany,2011-08-01,10:26:00,2011-08,Household,Chairs,POSTAGE
543587,7.95,15.9,2,Germany,2011-02-10,11:39:00,2011-02,Clothes,Hats,WRAP DOILEY DESIGN
549193,2.08,20.8,10,Germany,2011-04-07,10:24:00,2011-04,Garden,Rakes,SET OF 12 FAIRY CAKE BAKING CASES
577615,1.25,22.5,18,Germany,2011-11-21,10:22:00,2011-11,Household,Lamps,JAM JAR WITH PINK LID
556509,2.08,12.48,6,Germany,2011-06-13,10:33:00,2011-06,Clothes,Hats,RED TOADSTOOL LED NIGHT LIGHT
568056,1.45,17.4,12,Germany,2011-09-23,12:55:00,2011-09,Clothes,Hats,RETROSPOT TEA SET CERAMIC 11 PC 
537201,1.95,15.6,8,Germany,2010-12-05,14:19:00,2010-12,Kitchen,Cutlery,WHITE ROCKING HORSE HAND PAINTED
540553,7.95,15.9,2,Germany,2011-01-10,09:48:00,2011-01,Household,Curtains,SET OF 3 REGENCY CAKE TINS
571065,4.15,16.6,4,Germany,2011-10-13,14:59:00,2011-10,Kitchen,Cutlery,STRAWBERRY CHARLOTTE BAG
560635,1.25,15,12,Germany,2011-07-20,10:51:00,2011-07,Garden,Rakes,SOLDIERS EGG CUP 
554861,4.95,19.8,4,Germany,2011-05-27,10:29:00,2011-05,Clothes,Hats,QUEENS GUARD COFFEE MUG
538008,1.25,30,24,France,2010-12-09,12:17:00,2010-12,Household,Lamps,ALARM CLOCK BAKELIKE RED 
565765,2.55,15.3,6,Germany,2011-09-06,14:19:00,2011-09,Kitchen,Cooking Knives,SET/20 RED RETROSPOT PAPER NAPKINS 
540458,2.95,17.7,6,Germany,2011-01-07,12:28:00,2011-01,Household,Curtains,BLUE POLKADOT WRAP
571658,1.65,19.8,12,Germany,2011-10-18,12:48:00,2011-10,Garden,Hoses,CHILDRENS APRON APPLES DESIGN
576787,2.08,20.8,10,Germany,2011-11-16,13:54:00,2011-11,Clothes,Tops,12 PENCILS SMALL TUBE SKULL
541965,0.85,20.4,24,Germany,2011-01-24,13:27:00,2011-01,Kitchen,Cutlery,BLUE ROSE FABRIC MIRROR
556443,0.85,8.5,10,Germany,2011-06-10,15:28:00,2011-06,Kitchen,Plates,RIBBON REEL LACE DESIGN 
567666,2.95,17.7,6,Germany,2011-09-21,15:23:00,2011-09,Garden,Seeds,CHILDRENS APRON APPLES DESIGN
542713,3.75,30,8,Germany,2011-01-31,13:27:00,2011-01,Garden,Turf,RABBIT NIGHT LIGHT
576890,3.75,15,4,Germany,2011-11-16,17:25:00,2011-11,Household,Lamps,SPACEBOY MINI BACKPACK
555162,1.95,23.4,12,Germany,2011-06-01,10:15:00,2011-06,Household,Curtains,POSTAGE
569893,12.75,12.75,1,Germany,2011-10-06,15:51:00,2011-10,Kitchen,Cooking Knives,SET OF SALT AND PEPPER TOADSTOOLS
543056,10.95,350.4,32,Germany,2011-02-03,10:47:00,2011-02,Household,Rugs,PLASTERS IN TIN CIRCUS PARADE 
581266,0.39,4.68,12,Germany,2011-12-08,11:25:00,2011-12,Household,Rugs,PINK BABY BUNTING
553741,10.95,65.7,6,Germany,2011-05-19,09:37:00,2011-05,Clothes,Tops,PACK OF 12 COLOURED PENCILS
565416,0.29,6.96,24,Germany,2011-09-04,12:00:00,2011-09,Kitchen,Coasters,PINK FAIRY CAKE CHILDRENS APRON
555162,2.55,15.3,6,Germany,2011-06-01,10:15:00,2011-06,Garden,Seeds,PACK OF 60 MUSHROOM CAKE CASES
555282,1.45,17.4,12,Germany,2011-06-02,09:04:00,2011-06,Clothes,Hats,WOODLAND PARTY BAG + STICKER SET
549316,0.65,7.8,12,Germany,2011-04-08,09:54:00,2011-04,Kitchen,Scales,POSTAGE
560728,2.95,14.75,5,Germany,2011-07-20,14:38:00,2011-07,Garden,Turf,PANTRY MAGNETIC  SHOPPING LIST
544573,2.55,30.6,12,Germany,2011-02-21,13:40:00,2011-02,Household,Chairs,COFFEE MUG CAT + BIRD DESIGN
546759,3.75,15,4,Germany,2011-03-16,13:58:00,2011-03,Kitchen,Cooking Knives,MINI JIGSAW SPACEBOY
568350,4.95,44.55,9,Germany,2011-09-26,15:35:00,2011-09,Clothes,Shoes,LUNCH BAG SPACEBOY DESIGN 
578509,2.95,17.7,6,Germany,2011-11-24,13:17:00,2011-11,Garden,Hoses,SET OF 3 REGENCY CAKE TINS
581266,1.25,15,12,Germany,2011-12-08,11:25:00,2011-12,Garden,Rakes,12 PENCILS SMALL TUBE SKULL
567958,0.55,13.2,24,Germany,2011-09-23,09:00:00,2011-09,Clothes,Hats,RETROSPOT PARTY BAG + STICKER SET
537201,0.85,20.4,24,Germany,2010-12-05,14:19:00,2010-12,Household,Chairs,SET/20 RED RETROSPOT PAPER NAPKINS 
538174,0.85,81.6,96,Germany,2010-12-10,09:35:00,2010-12,Household,Chairs,DOORMAT WELCOME TO OUR HOME
539395,14.95,89.7,6,Germany,2010-12-17,11:52:00,2010-12,Kitchen,Scales,ALARM CLOCK BAKELIKE RED 
568674,4.95,14.85,3,Germany,2011-09-28,13:30:00,2011-09,Clothes,Tops,RED TOADSTOOL LED NIGHT LIGHT
568674,3.25,19.5,6,Germany,2011-09-28,13:30:00,2011-09,Clothes,Hats,CREAM FELT EASTER EGG BASKET
545718,4.95,14.85,3,Germany,2011-03-07,10:22:00,2011-03,Garden,Hoses,TREASURE TIN GYMKHANA DESIGN
573284,2.08,12.48,6,Germany,2011-10-28,14:27:00,2011-10,Household,Rugs,PLASTERS IN TIN STRONGMAN
542128,0.85,20.4,24,Germany,2011-01-25,15:13:00,2011-01,Garden,Rakes,WRAP RED VINTAGE DOILY
576607,18,72,4,Germany,2011-11-15,15:42:00,2011-11,Kitchen,Cooking Knives,RED RETROSPOT CAKE STAND
564856,1.25,15,12,Germany,2011-08-31,09:11:00,2011-08,Garden,Rakes,REGENCY SUGAR BOWL GREEN
540458,9.95,19.9,2,Germany,2011-01-07,12:28:00,2011-01,Clothes,Tops,SET/6 RED SPOTTY PAPER CUPS
567904,1.65,16.5,10,Germany,2011-09-22,16:34:00,2011-09,Clothes,Tops,GROW YOUR OWN PLANT IN A CAN 
564079,1.65,16.5,10,Germany,2011-08-22,15:55:00,2011-08,Clothes,Hats,CARD DOLLY GIRL 
542369,1.65,39.6,24,Germany,2011-01-27,13:08:00,2011-01,Clothes,Hats,PINK POLKADOT BOWL
572061,4.25,17,4,Germany,2011-10-20,12:53:00,2011-10,Clothes,Tops,SPOTTY BUNTING
560876,1.65,19.8,12,Germany,2011-07-21,15:14:00,2011-07,Garden,Seeds,MAGNETS PACK OF 4 SWALLOWS
547383,0.85,10.2,12,Germany,2011-03-22,15:42:00,2011-03,Garden,Rakes,CHARLOTTE BAG PINK POLKADOT
577135,8.5,68,8,Germany,2011-11-18,08:56:00,2011-11,Garden,Hoses,WHITE ROCKING HORSE HAND PAINTED
576890,1.25,15,12,Germany,2011-11-16,17:25:00,2011-11,Kitchen,Cutlery,WRAP ALPHABET DESIGN
572061,0.42,8.4,20,Germany,2011-10-20,12:53:00,2011-10,Garden,Rakes,RABBIT NIGHT LIGHT
571065,4.95,14.85,3,Germany,2011-10-13,14:59:00,2011-10,Clothes,Hats,POSTAGE
542106,1.45,69.6,48,Germany,2011-01-25,13:37:00,2011-01,Garden,Turf,10 COLOUR SPACEBOY PEN
540769,1.45,17.4,12,Germany,2011-01-11,10:38:00,2011-01,Clothes,Hats,DOORMAT BLACK FLOCK 
559298,2.08,24.96,12,Germany,2011-07-07,12:38:00,2011-07,Clothes,Hats,GYMKHANA TREASURE BOOK BOX
569893,1.65,19.8,12,Germany,2011-10-06,15:51:00,2011-10,Garden,Rakes,SET OF 5 LUCKY CAT MAGNETS 
566233,10.95,10.95,1,Germany,2011-09-11,11:04:00,2011-09,Clothes,Shoes,6 GIFT TAGS VINTAGE CHRISTMAS 
568350,1,24,24,Germany,2011-09-26,15:35:00,2011-09,Clothes,Shoes,RED HEART SHAPE LOVE BUCKET 
560230,18,36,2,Germany,2011-07-17,10:53:00,2011-07,Kitchen,Coasters,JUNGLE POPSICLES ICE LOLLY MOULDS
550137,2.95,35.4,12,Germany,2011-04-14,13:59:00,2011-04,Household,Chairs,BASKET OF TOADSTOOLS
543587,2.95,23.6,8,Germany,2011-02-10,11:39:00,2011-02,Garden,Rakes,SMALL POPCORN HOLDER
554104,0.65,7.8,12,Germany,2011-05-22,14:03:00,2011-05,Kitchen,Bowls,CARDHOLDER GINGHAM CHRISTMAS TREE
560230,0.42,10.08,24,Germany,2011-07-17,10:53:00,2011-07,Kitchen,Bowls,JUMBO STORAGE BAG SUKI
574071,0.85,10.2,12,Germany,2011-11-02,14:57:00,2011-11,Clothes,Tops,5 HOOK HANGER RED MAGIC TOADSTOOL
540351,0.55,13.2,24,France,2011-01-06,14:26:00,2011-01,Kitchen,Scales,PINK REGENCY TEACUP AND SAUCER
574104,0.85,10.2,12,France,2011-11-03,10:45:00,2011-11,Household,Lamps,WHITE HEART CONFETTI IN TUBE
569921,12.5,12.5,1,France,2011-10-06,17:28:00,2011-10,Garden,Turf,LUNCH BAG SUKI  DESIGN 
579345,0.42,10.08,24,France,2011-11-29,11:46:00,2011-11,Kitchen,Cutlery,TRADITIONAL WOODEN SKIPPING ROPE
546479,1.65,16.5,10,France,2011-03-14,11:38:00,2011-03,Garden,Seeds,DOORMAT UNION FLAG
566736,0.42,6.72,16,France,2011-09-14,14:19:00,2011-09,Kitchen,Plates,UNION STRIPE WITH FRINGE  HAMMOCK
547722,0.65,7.8,12,France,2011-03-25,10:19:00,2011-03,Garden,Seeds,SPOTTY BUNTING
556529,2.55,30.6,12,France,2011-06-13,11:41:00,2011-06,Household,Lamps,MODERN FLORAL STATIONERY SET
536974,1.25,15,12,France,2010-12-03,13:59:00,2010-12,Kitchen,Cutlery,ASSORTED COLOUR MINI CASES
547722,5.95,17.85,3,France,2011-03-25,10:19:00,2011-03,Kitchen,Scales,RED SPOTTY BISCUIT TIN
556259,1.25,30,24,France,2011-06-09,17:53:00,2011-06,Garden,Seeds,SET OF 6 TEA TIME BAKING CASES
579492,2.95,70.8,24,France,2011-11-29,15:23:00,2011-11,Kitchen,Cutlery,DOLLY HONEYCOMB GARLAND
575629,2.95,17.7,6,France,2011-11-10,13:34:00,2011-11,Garden,Seeds,VINTAGE CHRISTMAS STOCKING 
579792,0.39,4.68,12,France,2011-11-30,15:43:00,2011-11,Garden,Hoses,SQUARECUSHION COVER PINK UNION FLAG
575692,2.55,7.65,3,France,2011-11-10,16:27:00,2011-11,Garden,Hoses,WRAP ALPHABET DESIGN
542433,2.95,53.1,18,France,2011-01-28,10:45:00,2011-01,Household,Curtains,BLUE POLKADOT PLATE 
540351,2.1,12.6,6,France,2011-01-06,14:26:00,2011-01,Clothes,Shoes,BLUE CHARLIE+LOLA PERSONAL DOORSIGN
548496,1.45,139.2,96,France,2011-03-31,13:40:00,2011-03,Kitchen,Cooking Knives,FAIRY TALE COTTAGE NIGHT LIGHT
